file,sha256,bytes,lines,owner,role,unsafe_sites,allocation_copy_sites,global_or_discovery_sites,reachability,contracts,lifetime,cost,review_status,disposition,evidence
island-tree/Cargo.lock,8e76d6180666b4ba2493240d2ec554c126c46d01054a1400af416aaf64dd813e,157417,6563,island-tree,build/config,0,0,0,,,,,pending,investigate,
island-tree/Cargo.toml,6e03511070dd2728b5c02bcc9b4c35df05d61a0828e7ffdff7040e0bb6bec421,615,34,island-tree,build/config,0,0,0,,,,,pending,investigate,
island-tree/README.md,cac107a20c993996f80b2e1127d309a45e1be2dac9ede38f07712312ba59989c,4157,85,island-tree,documentation,0,0,0,,,,,pending,investigate,
island-tree/assets/showcase/harakeke.png,b515605964580df5c48bab6b6369626829658f974dde2472548316678defa837,15822,0,island-tree,asset/metadata,0,0,0,,,,,pending,investigate,
island-tree/assets/showcase/kauri.png,d9c934fabb49cf868c9f8f6ee566a0bdb97ef75f3c0c52001e573c00da0346fe,18846,0,island-tree,asset/metadata,0,0,0,,,,,pending,investigate,
island-tree/assets/showcase/manuka.png,f6cf39c96a517e255e52cd83c0241bf80ca716c087787c537a3ed7f9fd525484,14669,0,island-tree,asset/metadata,0,0,0,,,,,pending,investigate,
island-tree/assets/showcase/nikau.png,ac1dab1d6a45c1b37e02168c41af120a72dae75005168b5398998bf09d26ffe1,14381,0,island-tree,asset/metadata,0,0,0,,,,,pending,investigate,
island-tree/assets/showcase/pohutukawa.png,d59816b50fd1c63bc41db9ea9e6a403dca09e679152e27c2d156d0447db2571f,18138,0,island-tree,asset/metadata,0,0,0,,,,,pending,investigate,
island-tree/assets/showcase/rimu.png,bf8db502c864ad226ef64f9911c433142e22078c472f2b9db0b60ab29d0eb8f4,16807,0,island-tree,asset/metadata,0,0,0,,,,,pending,investigate,
island-tree/src/botany.rs,3f4c437c1e435e0de1e749d0b57ceee9136acda5f620f24a6cddfc98fc284e9d,1206,36,island-tree,implementation,0,0,0,,,,,pending,investigate,
island-tree/src/botany/generator.rs,450421611c537242beaf06671b32bd956d6451fc888f6d656ec10aca8e03feca,160052,4258,island-tree,implementation,0,2,0,,,,,pending,investigate,
island-tree/src/botany/harakeke.rs,4f0008dfe96152c59db217d4b857fa25c8445178938c8289c723333cadf64b50,55162,1224,island-tree,implementation,0,0,0,,,,,pending,investigate,
island-tree/src/botany/impostor.rs,73e59047bc09ab3fde2e1cbcd4d265d77ba4f7064f9b997ff33b4f10a6a0cdf4,22051,597,island-tree,implementation,0,0,0,,,,,pending,investigate,
island-tree/src/botany/kauri.rs,73db7bbb3f045646341e3d0fde6456867d023be87455f0987df35f10eb1f6ba6,23274,612,island-tree,implementation,0,0,0,,,,,pending,investigate,
island-tree/src/botany/manuka.rs,d873dbadc887a894d1128fcc6e958bf8ddbb35c1e19acc7028dc1c531d7f4a5f,26905,698,island-tree,implementation,0,0,0,,,,,pending,investigate,
island-tree/src/botany/model.rs,654c8b1007d55331c4a56821ce4b42bbdc5a543d2aaf421cfb7676a1d9ef8354,14737,430,island-tree,implementation,0,0,0,,,,,pending,investigate,
island-tree/src/botany/nikau.rs,fee63db94f7a2fa4d48aa3f85035176574e419009ea39f7086eaf9f77fdf7af6,36372,977,island-tree,implementation,0,0,0,,,,,pending,investigate,
island-tree/src/botany/random.rs,5198cc575a8c0ab575dacea19cdd31520e3096cf9771c9b05989ce2a15ed6fd6,1033,31,island-tree,implementation,0,0,0,,,,,pending,investigate,
island-tree/src/botany/rimu.rs,1be18444b6a7ca318e6e8c813a4443386761a99e92d207f1f1171f5d09b2625f,23236,615,island-tree,implementation,0,0,0,,,,,pending,investigate,
island-tree/src/lib.rs,8e2789ebe675fc656dfaeb59152895f0ff246d38fb90f53098fd5771500af314,1201,24,island-tree,implementation,0,0,0,,,,,pending,investigate,
island-tree/src/main.rs,f73d83c4734741223d8089b5074be6d44a324862a15e069d197c71215810612b,88563,2639,island-tree,implementation,0,34,0,,,,,pending,investigate,
island-tree/src/render.rs,3f5177b175af21ff0641fc094bbefa2c882c16806cab9830512add0ecb673ce3,643,15,island-tree,implementation,0,0,0,,,,,pending,investigate,
island-tree/src/render/bark_material.rs,ba7dd68118efef30be60490403584d56ab47bd8711a155c5c142d4fc1947670a,1392,41,island-tree,implementation,0,1,0,,,,,pending,investigate,
island-tree/src/render/compiler.rs,ba46462c79ff419e90da1b846c2c1951e8df6c30e794de16e7383e023e8644c0,26124,733,island-tree,implementation,0,1,0,,,,,pending,investigate,
island-tree/src/render/impostor_material.rs,45c3b2fce40637e5309cede2d91d55ffe4fec487fdb8728b17fed8bf627fb094,1648,53,island-tree,implementation,0,2,0,,,,,pending,investigate,
island-tree/src/render/leaf_material.rs,e224e2e816ebc965da46f5417771d4075740c39963a9f6b79b67ff01cf5f42c7,1386,41,island-tree,implementation,0,1,0,,,,,pending,investigate,
island-tree/src/render/shaders/bark_material.wgsl,f7ace343ac188ba4c255931e8a4c9da788f6738259b260ef6d4883026cc35339,2548,66,island-tree,implementation,0,0,0,,,,,pending,investigate,
island-tree/src/render/shaders/impostor_material.wgsl,4d6cf32665beb23b9d6cc4786989c3333125625c949e8b02316080e6045a0ff9,3827,103,island-tree,implementation,0,0,0,,,,,pending,investigate,
island-tree/src/render/shaders/leaf_material.wgsl,9c51e416da9f0fcfb247954ece1c57d643d7fd653d6f9566f33160be84e60c30,8876,226,island-tree,implementation,0,0,0,,,,,pending,investigate,
island-tree/src/studio.rs,b0faedff585608c13bdea70af2a3f0d1b2c6948ceeb2669383bd39ae006a37fb,58824,1678,island-tree,implementation,0,1,0,,,,,pending,investigate,
island-unity/.vscode/extensions.json,99ad80dd86d99326e354f18a4a7f77a38434d39dad9c3503b3a9594e08bb01db,75,5,island-unity,build/config,0,0,0,,,,,pending,investigate,
island-unity/.vscode/launch.json,314af30527d85081412909337f20badb462068cfd21ce03a89e406df22e38afa,178,10,island-unity,build/config,0,0,0,,,,,pending,investigate,
island-unity/.vscode/settings.json,132fd4ea5fd24e44688e273d5bf898a6c542c6afc35c9fef3a537747ed12b32b,1834,71,island-unity,build/config,0,0,0,,,,,pending,investigate,
island-unity/Assets/Editor.meta,09b7cd662ed0c6cd19f7febdea44a921025a014e9a73752e1495a4332ab7754c,172,8,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Editor/CaveDiagnosticsEditor.cs,2494c78d9d21476f83a1b3ea7489a1c5b5fe7213086218ddfe4d375d4d6b1f16,3631,60,island-unity,editor,0,0,1,,,,,pending,investigate,
island-unity/Assets/Editor/CaveDiagnosticsEditor.cs.meta,447b83d82f3bd75cc78dc5f8e7269f3db153c86c213a5045c008e8f15b2e7b29,60,2,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Editor/ForestStreamingBenchmark.cs,5518cc13b83f65acc80bd4808af0797571335edbbe8c2f11dd6613c278fc5b04,6067,125,island-unity,editor,0,0,0,Preparation -> TerrainTileStreamer -> ForestTileStreamer -> ForestGridWorker; benchmark and test entry points.,"Read-only snapshot benchmark, sequential channel payload counting and individual Unity mesh upload timing reviewed; no global RSS claim.",Whole native forest remains resident; managed detail arrays transfer once; pending and installed Unity details are owned by the streamer.,"FOREST_STREAMING.md records summed whole-island payload and maximum temporary region, with mesh upload and snapshot-load limits.",reviewed,bounded forest detail residency,FOREST_STREAMING.md; forest-streaming/large-island.json; forest_streaming in validation.json.
island-unity/Assets/Editor/ForestStreamingBenchmark.cs.meta,13e12c3edbeeb8cd36718e2498c5acd615b6c5f45591f25d9e7a3c6da138af44,60,2,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Editor/IslandNavigationBenchmark.cs,2b95c5fa5c14eb73e920014abc8b967aba4b55dfede59fc83fe58b316335e2e9,10951,199,island-unity,editor,0,1,2,,,,,pending,investigate,
island-unity/Assets/Editor/IslandNavigationBenchmark.cs.meta,b60849c13cd299b030d825dfb43d912d2673f08a412961af2358baea2702bb98,60,2,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Editor/IslandProjectSetup.cs,17adcc77a453cebf243a1771652f2c43deec9e652836329e26aa8a4810265c71,20280,439,island-unity,editor,0,2,18,,,,,pending,investigate,
island-unity/Assets/Editor/IslandProjectSetup.cs.meta,877abd25976231a622e5ad34101629813f9ebfbc9da9094d0686d048d60d1637,59,2,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Editor/Motu.Samples.Editor.asmdef,17a39fedfbdaa3f9d2a9e7eedbae156077a86702ff9280c3f2982a41f921b5ef,182,12,island-unity,build/config,0,0,0,,,,,pending,investigate,
island-unity/Assets/Editor/Motu.Samples.Editor.asmdef.meta,429a45134c6212a36ce5505384bafccb1ef22879f4cccfcf5b071ccf35dd1c00,60,2,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Editor/ShipHelmSetup.cs,4bc28cc9b3ff9b72ab53814d5e45fa476801cb6aa821937fe2b63b0556003590,7159,127,island-unity,editor,0,0,2,,,,,pending,investigate,
island-unity/Assets/Editor/ShipHelmSetup.cs.meta,78bb2e2b2c3325f404e4b15f82a4381678d5d1e8c5a7cc287c1c735a2ff57367,60,2,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Editor/TreeProjectSetup.cs,a37c8ae9ea1c39ed3b7b015bac99ac1ca3229533317d94e1f73357119577caa9,11594,259,island-unity,editor,0,2,4,,,,,pending,investigate,
island-unity/Assets/Editor/TreeProjectSetup.cs.meta,0a99b9ddaca14653f0c7db74ebe94f15500a17c7c947890ec2e72fcc6416787b,60,2,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Editor/UnityProjectBuild.cs,0d0d3812ea7199475d1c27cd9c7ab5357cd3af59c2e3e9336bb33e12b0ce0b04,1231,30,island-unity,editor,0,1,0,,,,,pending,investigate,
island-unity/Assets/Editor/UnityProjectBuild.cs.meta,e4b8ec1c8eb42ca28964c652a2964d503e50dcf0e796cbfa3a0350dca72ecac7,60,2,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated.meta,cb758ecfe02dff254beb3e3df7e0c0661628d32364f3b3b959c61679ccf9ed23,169,8,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures.meta,ce5c45cdc6e01700344fca390caf81193c010091ee3791bbef248e3c890e4032,169,8,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/Bark.meta,b23256d306a8257562c48fd27be2363d52ef4c980866e4044c2994c66828e08c,169,8,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/Bark/Bark.texture-set.json,872a015cd8fefdeeb08dae069cba721ab35c34ca6514af7abc4c29985c652a07,1777,69,island-unity,build/config,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/Bark/Bark.texture-set.json.meta,bb13fade02f0f8d81427450f0cef874f2b3c3231801c175f8e0b17b997f34246,155,7,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/Bark/Bark_albedo.png,ce5a074c5be695a44726227a3776f24e4ca5fa92219006cce81f88c88e9d98dc,69049,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/Bark/Bark_albedo.png.meta,5dc5226c8037e2a5b033fe18d8050c1fc2174a98369931cf88f5a966015401f9,2645,117,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/Bark/Bark_height.png,b875074d10f310852c07915a43a4de22a48c628061af0e8628300ff3d70b2461,113366,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/Bark/Bark_height.png.meta,44f42fddfb8fa4ab1fa8ca98ad44076991fd794c70b4e81170b6cddf832c3e85,2645,117,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/Bark/Bark_mask.png,43176724c8220c33b63b02f726b1c8417e2362223a538ac8114d509dc1db8bec,101610,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/Bark/Bark_mask.png.meta,ea5569504fd9116376e436de99137321c223a39ba58f1b7e8a64854848dd20a9,2645,117,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/Bark/Bark_normal.png,f4362ab22877c32c43066dd9d90873017d6c64f21982242400f8fe2f13ee8dae,139425,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/Bark/Bark_normal.png.meta,c45a2af8267d636ae28c979a66fda6fde99a0611512ccca15aba6ac4c8ddee0a,2645,117,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/Bark/Bark_occlusion.png,9c7846444001a63d9974622735ae34c4e125c409655975eee2c64aca81946c7d,43132,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/Bark/Bark_occlusion.png.meta,010d2a6b6c6ca8b347832b98bb20402fdfd9877c6fc006b6a1af3d1750f3a104,2645,117,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/CrackedStone.meta,c1a1057a7d9180c51dda1af88a7798449f8e36e77dec5c7d660e1b702ca774c2,169,8,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/CrackedStone/CrackedStone.texture-set.json,e6f4d6890c29a60e776a440a23089001181affa268df176ea3aa36562c105c3c,1839,69,island-unity,build/config,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/CrackedStone/CrackedStone.texture-set.json.meta,a0444a3d24313bb0176c32519ad1825b021db79a712e2f3fdf8fcc2f5fae9e1e,155,7,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/CrackedStone/CrackedStone_albedo.png,9ef6c1f2dd85f468b56b70f5fc576e3e39073dd3de14f7010d42e91cd1c19318,916776,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/CrackedStone/CrackedStone_albedo.png.meta,83d7766759094a5b67fc187943ef642af40c06f5dba2baeefe9398b06a6e7c48,2645,117,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/CrackedStone/CrackedStone_height.png,34bf09a81e7d9f2bc2151c6335eedee35ee54e8c625596eeddad92486d76d647,5187862,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/CrackedStone/CrackedStone_height.png.meta,4d29683c544ad73b1ec5bc3968b19372b88e0eab71ff161d32ee9730a431c91b,2645,117,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/CrackedStone/CrackedStone_mask.png,45a55266ce2d0deb7f23437ed3e3492fc8896c95ac4355514394f9df7362b641,2553544,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/CrackedStone/CrackedStone_mask.png.meta,47feff24a5aba4f35b6a55b6dbdb64eab6daa899d518c25c2dae964c225306e1,2645,117,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/CrackedStone/CrackedStone_normal.png,fb299b70c54d422507fcb9310664b60f00159347ef149edbd501592b75ae502c,3001252,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/CrackedStone/CrackedStone_normal.png.meta,9c09d2da4e57af3c0c697770306da73623ad4e4cfb0b153d1d237d5985950472,2645,117,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/CrackedStone/CrackedStone_occlusion.png,3036fe69f818472c70f623654ea9600df3c2f545a2e4997f31c56c60e826742c,977331,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/CrackedStone/CrackedStone_occlusion.png.meta,bc6cfe5b4d2fb8f149ef69af3b02b8f6f9532878dd660bb56cfa6d69c5034ff7,2645,117,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/FallenStones.meta,6d9491ed2d2b8145b72b44132f5a746fb09cbc4dfe633918cdc978a09715c1ab,169,8,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/FallenStones/FallenStones.texture-set.json,f5e9a9114219121d34c2364f46b21403b552effaa02bd4a685fc37bbbab34746,1845,69,island-unity,build/config,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/FallenStones/FallenStones.texture-set.json.meta,a3c2f6733a286a6c9347af91cf9bf9b580cec714ae6ae36831eb06be8ed62b1a,155,7,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/FallenStones/FallenStones_albedo.png,ae245c494002dd5994a03dd5b137048cfe5b1211893ce45e8f8995100a4158bd,1196011,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/FallenStones/FallenStones_albedo.png.meta,42bbd4a8cb71b7d4697bde1efb5d069e7042521ca897e6e989a11e5b02db520d,712,35,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/FallenStones/FallenStones_height.png,53af022b1b092d3dc26af8e98c96ed2d9df40043ef2e3a71d6619d74c214ea9a,1270446,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/FallenStones/FallenStones_height.png.meta,9108759a37d5377e503ae76e61f76d284e4b50b377857680622ed3fa563f5ed7,712,35,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/FallenStones/FallenStones_mask.png,799f4d53761d230e893afa11077cef859bde82e2ac54a4c40fd61a458186a5d8,1816249,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/FallenStones/FallenStones_mask.png.meta,12802c5280ea95f7211216cbf59db3ac18492f530595f89c03e927229eb45bc0,712,35,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/FallenStones/FallenStones_normal.png,b0660bf04209293ffe6399e8a419b846f0b493f41c303a6e5e6b854ec0cfbea3,2169885,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/FallenStones/FallenStones_normal.png.meta,101f75be8e55a386aa17deec27c91823c163d0fdee6c28f971f47902acc95b8d,712,35,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/FallenStones/FallenStones_occlusion.png,9eb11e8993099dc6cb6f80dc76d9783862291d5a37abf384cc9fb6bf02d41a7e,932715,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/FallenStones/FallenStones_occlusion.png.meta,54186aa7149e4eafca610b084c57d21a78e710ac8283fb1967e455943a48549a,712,35,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/ForestFloor.meta,598bde08d09975541a15c64dfafee447afa67aeb971388161f9cc3bccacd3bad,169,8,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/ForestFloor/ForestFloor.texture-set.json,4fdaccccd353449666ce2fbfe1e5f2cb40f219f981bcc8d51e7d8e5cb64d9e60,1839,69,island-unity,build/config,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/ForestFloor/ForestFloor.texture-set.json.meta,14c97e0777cb2f50b32f793bc054d271896eee32026e795a35c48f0941b30515,155,7,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/ForestFloor/ForestFloor_albedo.png,a03fed398a1d0d81f5ba3c6cfc344cc0e2727dfb79d33c0729f3dd52d9e16f0f,1038904,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/ForestFloor/ForestFloor_albedo.png.meta,ef973193e26c6f0e14d3f42bde257162089012f97135f8fb72867d55a725d097,2645,117,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/ForestFloor/ForestFloor_height.png,ad80c5b3fc669058f634f13095ea8f15bd8aa2bb750e95410ab5c5027e606079,1839948,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/ForestFloor/ForestFloor_height.png.meta,413ffc83240d30a1fc9846b825fe84fa5cc0bb9ce885732048daf21d10c6a21f,2645,117,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/ForestFloor/ForestFloor_mask.png,7a1e078de8bbd40527f8d0ebe9771223c254d357dc05504c78eaa689f03d1f14,1623571,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/ForestFloor/ForestFloor_mask.png.meta,9a1fb078a7500337e983ba979827c79d0d6dced11a2819fa945b9347edf39077,2645,117,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/ForestFloor/ForestFloor_normal.png,114cf49c21b52c8a45658ea812c8de4039d95b6e1851e90f8f845433ea0ed671,1969617,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/ForestFloor/ForestFloor_normal.png.meta,94758bfc06b92bede4307116b3adb0c4b569789da13d63cd2e6416c2692442b6,2645,117,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/ForestFloor/ForestFloor_occlusion.png,9c36902dba0d58adcb285fbf7cc560c9b1a37a9e96eb9ef424184846b1913538,785532,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/ForestFloor/ForestFloor_occlusion.png.meta,d61c133290a9d6e606df05348d8e19deca217eeb78862f6c22c26cac66752192,2645,117,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/PlateBark.meta,199ea134fe4882807ce2c24864acd387c1c6dd03e09774022a487ad7e92006e7,169,8,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/PlateBark/PlateBark.texture-set.json,7be6e271b66996c177f5984d252e5ea71425f78dae4ae0332d578754c98ddad8,1826,69,island-unity,build/config,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/PlateBark/PlateBark.texture-set.json.meta,4ddf9c6f6ac798e75c32648f42c21a63c7f0e43abaa40aea0f154ccd1c01079c,155,7,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/PlateBark/PlateBark_albedo.png,2d6f17fdfdbb0578d90ab9b7540885cf4861d56b56147c2d571872f74d61c4e1,1356358,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/PlateBark/PlateBark_albedo.png.meta,9fadf0fb85dd7ec4400a22ee5a28e8831bd2fe37edfdc35bb497544d3b32f5aa,2645,117,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/PlateBark/PlateBark_height.png,e6d3f4617549a21d4d4d26987bf174c7da90033437f739eacd15f8faaef82130,1866685,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/PlateBark/PlateBark_height.png.meta,9a3f68050a8b0d43a17220ca32a376afa681be58980c5db57c406ba7fb889c84,2645,117,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/PlateBark/PlateBark_mask.png,791f372acbf652f591890fd56879cb1a81042cf1a904fa5b16279a3ec6b8ac9f,2009792,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/PlateBark/PlateBark_mask.png.meta,eff3369da7b8a2c1078178c9b9ec4c2454ee3d392d09da7f93344b4c3d71d4fc,2645,117,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/PlateBark/PlateBark_normal.png,33e56c4ba70852a76639fb33fbad68a651d237ee1547425d66edbabb383f72cf,2618885,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/PlateBark/PlateBark_normal.png.meta,67fe397ce29cd8ab1f8f89d43f866a078a26a21aa0f7d0c28070e89545d106fb,2645,117,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/PlateBark/PlateBark_occlusion.png,2553a8dacea4ee38799977d2a038e0f50517f147ed1294d33250321252bb544e,1028557,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/PlateBark/PlateBark_occlusion.png.meta,68f6ced81844a5226e6d417433a47c905a013e15998bb0c82999f5d0257c0142,2645,117,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/RoundedRiverStones.meta,5f63cad1bd248910f4ca9d019458e5c3aad22ba07883653433b619b3996be251,169,8,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/RoundedRiverStones/RoundedRiverStones.texture-set.json,80d89929fc54b1fba2edf1404e54c427bf7f52afd1009cf8c940e0fa83dde9c9,1877,69,island-unity,build/config,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/RoundedRiverStones/RoundedRiverStones.texture-set.json.meta,e6d46d0f0869dd7672d968fb492ebb1f5c32f9c10a7c1bdd0336be2e87da3502,155,7,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/RoundedRiverStones/RoundedRiverStones_albedo.png,a5a7e343ac1cc3fa30896e27ceb4d04cf5cae3631cf4c467c89a7bc587c78b60,1867221,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/RoundedRiverStones/RoundedRiverStones_albedo.png.meta,136899097a0b3899c31d5686fad54c044a84e3476e094a158a9e48b4d0a576a7,2645,117,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/RoundedRiverStones/RoundedRiverStones_height.png,6151c43454c6264ee8a9b25005c857ba9eb97e592703b988f35fd4627ca67237,3734632,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/RoundedRiverStones/RoundedRiverStones_height.png.meta,b20e89bbedd97adfb9ff24e8571ed562e624901f09cb22fa45365970363f89a4,2645,117,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/RoundedRiverStones/RoundedRiverStones_mask.png,ff65747100cd47e439c9b557feaa2e7bb24c5b647018f0a57ce6e84c511fb170,4233123,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/RoundedRiverStones/RoundedRiverStones_mask.png.meta,d6de8621764c19c8618dfba79446acfd325927b0ebb1e4d567ae358b51b08ccd,2645,117,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/RoundedRiverStones/RoundedRiverStones_normal.png,5e90cb9dc5b65929a381699e83ea6a726ea666ccdb8ddcaccf8995919fc12b1d,3055300,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/Assets/Generated/Textures/RoundedRiverStones/RoundedRiverStones_normal.png.meta,d677257a6bc17f63153622943461d1e6078fde2aea29abd95f7ce1077f303c4a,2645,117,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
